mpicxx -O3 -DUSE_HIP -w src/task1.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 1.612945e+06, Error: 2.524606e+03
Iteration 42000, Residual: 1.445353e+03, Error: 1.620116e+01
Iteration 42100, Residual: 1.430761e+03, Error: 1.603789e+01
Iteration 42200, Residual: 1.416318e+03, Error: 1.587626e+01
Iteration 42300, Residual: 1.402022e+03, Error: 1.571626e+01
Iteration 42400, Residual: 1.387871e+03, Error: 1.555787e+01
Iteration 42500, Residual: 1.373864e+03, Error: 1.540108e+01
Iteration 42600, Residual: 1.360000e+03, Error: 1.524587e+01
Iteration 42700, Residual: 1.346277e+03, Error: 1.509223e+01
Iteration 42800, Residual: 1.332694e+03, Error: 1.494013e+01
Iteration 42900, Residual: 1.319249e+03, Error: 1.478957e+01
Iteration 43000, Residual: 1.305941e+03, Error: 1.464052e+01
Iteration 43100, Residual: 1.292768e+03, Error: 1.449298e+01
Iteration 43200, Residual: 1.279728e+03, Error: 1.434692e+01
Iteration 43300, Residual: 1.266822e+03, Error: 1.420234e+01
Iteration 43400, Residual: 1.254046e+03, Error: 1.405921e+01
Iteration 43500, Residual: 1.241401e+03, Error: 1.391752e+01
Iteration 43600, Residual: 1.228883e+03, Error: 1.377726e+01
Iteration 43700, Residual: 1.216493e+03, Error: 1.363842e+01
Iteration 43800, Residual: 1.204229e+03, Error: 1.350097e+01
Iteration 43900, Residual: 1.192089e+03, Error: 1.336491e+01
Iteration 44000, Residual: 1.180072e+03, Error: 1.323021e+01
Iteration 44100, Residual: 1.168177e+03, Error: 1.309688e+01
Iteration 44200, Residual: 1.156403e+03, Error: 1.296488e+01
Iteration 44300, Residual: 1.144749e+03, Error: 1.283422e+01
Iteration 44400, Residual: 1.133212e+03, Error: 1.270487e+01
Iteration 44500, Residual: 1.121793e+03, Error: 1.257683e+01
Iteration 44600, Residual: 1.110489e+03, Error: 1.245007e+01
Iteration 44700, Residual: 1.099300e+03, Error: 1.232459e+01
Iteration 44800, Residual: 1.088224e+03, Error: 1.220038e+01
Iteration 44900, Residual: 1.077261e+03, Error: 1.207741e+01
Iteration 45000, Residual: 1.066409e+03, Error: 1.195568e+01
Iteration 45100, Residual: 1.055666e+03, Error: 1.183518e+01
Iteration 45200, Residual: 1.045032e+03, Error: 1.171589e+01
Iteration 45300, Residual: 1.034506e+03, Error: 1.159780e+01
Iteration 45400, Residual: 1.024087e+03, Error: 1.148090e+01
Iteration 45500, Residual: 1.013773e+03, Error: 1.136518e+01
Iteration 45600, Residual: 1.003564e+03, Error: 1.125062e+01
Iteration 45700, Residual: 9.934575e+02, Error: 1.113721e+01
Iteration 45800, Residual: 9.834536e+02, Error: 1.102495e+01
Iteration 45900, Residual: 9.735510e+02, Error: 1.091381e+01
Iteration 46000, Residual: 9.637485e+02, Error: 1.080380e+01
Iteration 46100, Residual: 9.540452e+02, Error: 1.069489e+01
Iteration 46200, Residual: 9.444400e+02, Error: 1.058708e+01
Iteration 46300, Residual: 9.349319e+02, Error: 1.048035e+01
Iteration 46400, Residual: 9.255200e+02, Error: 1.037469e+01
Iteration 46500, Residual: 9.162033e+02, Error: 1.027010e+01
Iteration 46600, Residual: 9.069807e+02, Error: 1.016656e+01
Iteration 46700, Residual: 8.978514e+02, Error: 1.006406e+01
Iteration 46800, Residual: 8.888143e+02, Error: 9.962598e+00
Iteration 46900, Residual: 8.798686e+02, Error: 9.862152e+00
Iteration 47000, Residual: 8.710133e+02, Error: 9.762717e+00
Iteration 47100, Residual: 8.622474e+02, Error: 9.664282e+00
Iteration 47200, Residual: 8.535701e+02, Error: 9.566838e+00
Iteration 47300, Residual: 8.449804e+02, Error: 9.470373e+00
Iteration 47400, Residual: 8.364775e+02, Error: 9.374879e+00
Iteration 47500, Residual: 8.280605e+02, Error: 9.280345e+00
Iteration 47600, Residual: 8.197285e+02, Error: 9.186763e+00
Iteration 47700, Residual: 8.114806e+02, Error: 9.094121e+00
Iteration 47800, Residual: 8.033159e+02, Error: 9.002411e+00
Iteration 47900, Residual: 7.952337e+02, Error: 8.911623e+00
Iteration 48000, Residual: 7.872331e+02, Error: 8.821749e+00
Iteration 48100, Residual: 7.793133e+02, Error: 8.732778e+00
Iteration 48200, Residual: 7.714733e+02, Error: 8.644702e+00
Iteration 48300, Residual: 7.637125e+02, Error: 8.557512e+00
Iteration 48400, Residual: 7.560300e+02, Error: 8.471199e+00
Iteration 48500, Residual: 7.484251e+02, Error: 8.385753e+00
Iteration 48600, Residual: 7.408968e+02, Error: 8.301167e+00
Iteration 48700, Residual: 7.334445e+02, Error: 8.217431e+00
Iteration 48800, Residual: 7.260674e+02, Error: 8.134537e+00
Iteration 48900, Residual: 7.187646e+02, Error: 8.052477e+00
Iteration 49000, Residual: 7.115356e+02, Error: 7.971242e+00
Iteration 49100, Residual: 7.043794e+02, Error: 7.890823e+00
Iteration 49200, Residual: 6.972954e+02, Error: 7.811213e+00
Iteration 49300, Residual: 6.902829e+02, Error: 7.732404e+00
Iteration 49400, Residual: 6.833410e+02, Error: 7.654387e+00
Iteration 49500, Residual: 6.764691e+02, Error: 7.577154e+00
Iteration 49600, Residual: 6.696665e+02, Error: 7.500697e+00
Iteration 49700, Residual: 6.629325e+02, Error: 7.425009e+00
Iteration 49800, Residual: 6.562664e+02, Error: 7.350082e+00
Iteration 49900, Residual: 6.496674e+02, Error: 7.275909e+00
Iteration 50000, Residual: 6.431350e+02, Error: 7.202481e+00
Iteration 50100, Residual: 6.366684e+02, Error: 7.129791e+00
Iteration 50200, Residual: 6.302670e+02, Error: 7.057831e+00
Iteration 50300, Residual: 6.239300e+02, Error: 6.986596e+00
Iteration 50400, Residual: 6.176569e+02, Error: 6.916076e+00
Iteration 50500, Residual: 6.114471e+02, Error: 6.846265e+00
Iteration 50600, Residual: 6.052998e+02, Error: 6.777155e+00
Iteration 50700, Residual: 5.992144e+02, Error: 6.708741e+00
Iteration 50800, Residual: 5.931903e+02, Error: 6.641014e+00
Iteration 50900, Residual: 5.872269e+02, Error: 6.573967e+00
Iteration 51000, Residual: 5.813236e+02, Error: 6.507595e+00
Iteration 51100, Residual: 5.754797e+02, Error: 6.441890e+00
Iteration 51200, Residual: 5.696947e+02, Error: 6.376845e+00
Iteration 51300, Residual: 5.639679e+02, Error: 6.312453e+00
Iteration 51400, Residual: 5.582988e+02, Error: 6.248709e+00
Iteration 51500, Residual: 5.526868e+02, Error: 6.185606e+00
Iteration 51600, Residual: 5.471314e+02, Error: 6.123137e+00
Iteration 51700, Residual: 5.416318e+02, Error: 6.061295e+00
Iteration 51800, Residual: 5.361876e+02, Error: 6.000075e+00
Iteration 51900, Residual: 5.307983e+02, Error: 5.939471e+00
Iteration 52000, Residual: 5.254632e+02, Error: 5.879475e+00
Iteration 52100, Residual: 5.201818e+02, Error: 5.820082e+00
Iteration 52200, Residual: 5.149536e+02, Error: 5.761286e+00
Iteration 52300, Residual: 5.097780e+02, Error: 5.703081e+00
Iteration 52400, Residual: 5.046545e+02, Error: 5.645461e+00
Iteration 52500, Residual: 4.995825e+02, Error: 5.588420e+00
Iteration 52600, Residual: 4.945616e+02, Error: 5.531952e+00
Iteration 52700, Residual: 4.895913e+02, Error: 5.476052e+00
Iteration 52800, Residual: 4.846710e+02, Error: 5.420713e+00
Iteration 52900, Residual: 4.798001e+02, Error: 5.365930e+00
Iteration 53000, Residual: 4.749784e+02, Error: 5.311698e+00
Iteration 53100, Residual: 4.702051e+02, Error: 5.258011e+00
Iteration 53200, Residual: 4.654798e+02, Error: 5.204863e+00
Iteration 53300, Residual: 4.608021e+02, Error: 5.152249e+00
Iteration 53400, Residual: 4.561715e+02, Error: 5.100164e+00
Iteration 53500, Residual: 4.515875e+02, Error: 5.048603e+00
Iteration 53600, Residual: 4.470496e+02, Error: 4.997559e+00
Iteration 53700, Residual: 4.425573e+02, Error: 4.947028e+00
Iteration 53800, Residual: 4.381102e+02, Error: 4.897005e+00
Iteration 53900, Residual: 4.337079e+02, Error: 4.847485e+00
Iteration 54000, Residual: 4.293499e+02, Error: 4.798462e+00
Iteration 54100, Residual: 4.250357e+02, Error: 4.749931e+00
Iteration 54200, Residual: 4.207649e+02, Error: 4.701889e+00
Iteration 54300, Residual: 4.165370e+02, Error: 4.654329e+00
Iteration 54400, Residual: 4.123517e+02, Error: 4.607246e+00
Iteration 54500, Residual: 4.082085e+02, Error: 4.560637e+00
Iteration 54600, Residual: 4.041069e+02, Error: 4.514496e+00
Iteration 54700, Residual: 4.000467e+02, Error: 4.468819e+00
Iteration 54800, Residual: 3.960272e+02, Error: 4.423601e+00
Iteration 54900, Residual: 3.920482e+02, Error: 4.378837e+00
Iteration 55000, Residual: 3.881091e+02, Error: 4.334522e+00
Iteration 55100, Residual: 3.842097e+02, Error: 4.290653e+00
Iteration 55200, Residual: 3.803496e+02, Error: 4.247225e+00
Iteration 55300, Residual: 3.765282e+02, Error: 4.204233e+00
Iteration 55400, Residual: 3.727452e+02, Error: 4.161673e+00
Iteration 55500, Residual: 3.690003e+02, Error: 4.119540e+00
Iteration 55600, Residual: 3.652931e+02, Error: 4.077831e+00
Iteration 55700, Residual: 3.616231e+02, Error: 4.036541e+00
Iteration 55800, Residual: 3.579900e+02, Error: 3.995665e+00
Iteration 55900, Residual: 3.543935e+02, Error: 3.955200e+00
Iteration 56000, Residual: 3.508331e+02, Error: 3.915142e+00
Iteration 56100, Residual: 3.473086e+02, Error: 3.875486e+00
Iteration 56200, Residual: 3.438194e+02, Error: 3.836229e+00
Iteration 56300, Residual: 3.403653e+02, Error: 3.797366e+00
Iteration 56400, Residual: 3.369460e+02, Error: 3.758893e+00
Iteration 56500, Residual: 3.335610e+02, Error: 3.720807e+00
Iteration 56600, Residual: 3.302101e+02, Error: 3.683103e+00
Iteration 56700, Residual: 3.268929e+02, Error: 3.645779e+00
Iteration 56800, Residual: 3.236090e+02, Error: 3.608829e+00
Iteration 56900, Residual: 3.203581e+02, Error: 3.572250e+00
Iteration 57000, Residual: 3.171399e+02, Error: 3.536039e+00
Iteration 57100, Residual: 3.139540e+02, Error: 3.500192e+00
Iteration 57200, Residual: 3.108002e+02, Error: 3.464704e+00
Iteration 57300, Residual: 3.076780e+02, Error: 3.429574e+00
Iteration 57400, Residual: 3.045873e+02, Error: 3.394796e+00
Iteration 57500, Residual: 3.015276e+02, Error: 3.360367e+00
Iteration 57600, Residual: 2.984987e+02, Error: 3.326285e+00
Iteration 57700, Residual: 2.955002e+02, Error: 3.292544e+00
Iteration 57800, Residual: 2.925318e+02, Error: 3.259143e+00
Iteration 57900, Residual: 2.895933e+02, Error: 3.226077e+00
Iteration 58000, Residual: 2.866843e+02, Error: 3.193344e+00
Iteration 58100, Residual: 2.838046e+02, Error: 3.160939e+00
Iteration 58200, Residual: 2.809538e+02, Error: 3.128860e+00
Iteration 58300, Residual: 2.781317e+02, Error: 3.097103e+00
Iteration 58400, Residual: 2.753379e+02, Error: 3.065665e+00
Iteration 58500, Residual: 2.725722e+02, Error: 3.034542e+00
Iteration 58600, Residual: 2.698343e+02, Error: 3.003733e+00
Iteration 58700, Residual: 2.671239e+02, Error: 2.973233e+00
Iteration 58800, Residual: 2.644407e+02, Error: 2.943039e+00
Iteration 58900, Residual: 2.617845e+02, Error: 2.913149e+00
Iteration 59000, Residual: 2.591550e+02, Error: 2.883558e+00
Iteration 59100, Residual: 2.565519e+02, Error: 2.854266e+00
Iteration 59200, Residual: 2.539750e+02, Error: 2.825267e+00
Iteration 59300, Residual: 2.514240e+02, Error: 2.796560e+00
Iteration 59400, Residual: 2.488986e+02, Error: 2.768141e+00
Iteration 59500, Residual: 2.463986e+02, Error: 2.740007e+00
Iteration 59600, Residual: 2.439237e+02, Error: 2.712156e+00
Iteration 59700, Residual: 2.414736e+02, Error: 2.684585e+00
Iteration 59800, Residual: 2.390482e+02, Error: 2.657291e+00
Iteration 59900, Residual: 2.366472e+02, Error: 2.630271e+00
Iteration 60000, Residual: 2.342703e+02, Error: 2.603523e+00
Iteration 60100, Residual: 2.319173e+02, Error: 2.577043e+00
Iteration 60200, Residual: 2.295879e+02, Error: 2.550829e+00
Iteration 60300, Residual: 2.272819e+02, Error: 2.524879e+00
Iteration 60400, Residual: 2.249991e+02, Error: 2.499189e+00
Iteration 60500, Residual: 2.227392e+02, Error: 2.473757e+00
Iteration 60600, Residual: 2.205021e+02, Error: 2.448581e+00
Iteration 60700, Residual: 2.182874e+02, Error: 2.423657e+00
Iteration 60800, Residual: 2.160949e+02, Error: 2.398984e+00
Iteration 60900, Residual: 2.139245e+02, Error: 2.374559e+00
Iteration 61000, Residual: 2.117759e+02, Error: 2.350379e+00
Iteration 61100, Residual: 2.096489e+02, Error: 2.326442e+00
Iteration 61200, Residual: 2.075433e+02, Error: 2.302746e+00
Iteration 61300, Residual: 2.054588e+02, Error: 2.279287e+00
Iteration 61400, Residual: 2.033952e+02, Error: 2.256065e+00
Iteration 61500, Residual: 2.013524e+02, Error: 2.233075e+00
Iteration 61600, Residual: 1.993301e+02, Error: 2.210317e+00
Iteration 61700, Residual: 1.973281e+02, Error: 2.187787e+00
Iteration 61800, Residual: 1.953463e+02, Error: 2.165483e+00
Iteration 61900, Residual: 1.933843e+02, Error: 2.143404e+00
Iteration 62000, Residual: 1.914421e+02, Error: 2.121546e+00
Iteration 62100, Residual: 1.895193e+02, Error: 2.099908e+00
Iteration 62200, Residual: 1.876159e+02, Error: 2.078487e+00
Iteration 62300, Residual: 1.857316e+02, Error: 2.057281e+00
Iteration 62400, Residual: 1.838663e+02, Error: 2.036289e+00
Iteration 62500, Residual: 1.820196e+02, Error: 2.015507e+00
Iteration 62600, Residual: 1.801916e+02, Error: 1.994934e+00
Iteration 62700, Residual: 1.783818e+02, Error: 1.974568e+00
Iteration 62800, Residual: 1.765903e+02, Error: 1.954406e+00
Iteration 62900, Residual: 1.748168e+02, Error: 1.934447e+00
Iteration 63000, Residual: 1.730611e+02, Error: 1.914688e+00
Iteration 63100, Residual: 1.713230e+02, Error: 1.895128e+00
Iteration 63200, Residual: 1.696023e+02, Error: 1.875765e+00
Iteration 63300, Residual: 1.678990e+02, Error: 1.856596e+00
Iteration 63400, Residual: 1.662128e+02, Error: 1.837619e+00
Iteration 63500, Residual: 1.645435e+02, Error: 1.818833e+00
Iteration 63600, Residual: 1.628910e+02, Error: 1.800236e+00
Iteration 63700, Residual: 1.612551e+02, Error: 1.781826e+00
Iteration 63800, Residual: 1.596356e+02, Error: 1.763601e+00
Iteration 63900, Residual: 1.580323e+02, Error: 1.745558e+00
Iteration 64000, Residual: 1.564452e+02, Error: 1.727697e+00
Iteration 64100, Residual: 1.548741e+02, Error: 1.710016e+00
Iteration 64200, Residual: 1.533187e+02, Error: 1.692512e+00
Iteration 64300, Residual: 1.517789e+02, Error: 1.675184e+00
Iteration 64400, Residual: 1.502546e+02, Error: 1.658030e+00
Iteration 64500, Residual: 1.487456e+02, Error: 1.641048e+00
Iteration 64600, Residual: 1.472518e+02, Error: 1.624237e+00
Iteration 64700, Residual: 1.457729e+02, Error: 1.607595e+00
Iteration 64800, Residual: 1.443090e+02, Error: 1.591120e+00
Iteration 64900, Residual: 1.428597e+02, Error: 1.574811e+00
Iteration 65000, Residual: 1.414250e+02, Error: 1.558665e+00
Iteration 65100, Residual: 1.400047e+02, Error: 1.542682e+00
Iteration 65200, Residual: 1.385986e+02, Error: 1.526859e+00
Iteration 65300, Residual: 1.372067e+02, Error: 1.511196e+00
Iteration 65400, Residual: 1.358288e+02, Error: 1.495689e+00
Iteration 65500, Residual: 1.344647e+02, Error: 1.480339e+00
Iteration 65600, Residual: 1.331143e+02, Error: 1.465142e+00
Iteration 65700, Residual: 1.317775e+02, Error: 1.450099e+00
Iteration 65800, Residual: 1.304541e+02, Error: 1.435206e+00
Iteration 65900, Residual: 1.291440e+02, Error: 1.420463e+00
Iteration 66000, Residual: 1.278470e+02, Error: 1.405869e+00
Iteration 66100, Residual: 1.265631e+02, Error: 1.391421e+00
Iteration 66200, Residual: 1.252921e+02, Error: 1.377118e+00
Iteration 66300, Residual: 1.240338e+02, Error: 1.362959e+00
Iteration 66400, Residual: 1.227882e+02, Error: 1.348942e+00
Iteration 66500, Residual: 1.215551e+02, Error: 1.335066e+00
Iteration 66600, Residual: 1.203344e+02, Error: 1.321329e+00
Iteration 66700, Residual: 1.191259e+02, Error: 1.307731e+00
Iteration 66800, Residual: 1.179296e+02, Error: 1.294269e+00
Iteration 66900, Residual: 1.167452e+02, Error: 1.280942e+00
Iteration 67000, Residual: 1.155728e+02, Error: 1.267749e+00
Iteration 67100, Residual: 1.144122e+02, Error: 1.254689e+00
Iteration 67200, Residual: 1.132632e+02, Error: 1.241761e+00
Iteration 67300, Residual: 1.121257e+02, Error: 1.228962e+00
Iteration 67400, Residual: 1.109997e+02, Error: 1.216291e+00
Iteration 67500, Residual: 1.098850e+02, Error: 1.203748e+00
Iteration 67600, Residual: 1.087815e+02, Error: 1.191331e+00
Iteration 67700, Residual: 1.076891e+02, Error: 1.179039e+00
Iteration 67800, Residual: 1.066076e+02, Error: 1.166871e+00
Iteration 67900, Residual: 1.055370e+02, Error: 1.154824e+00
Iteration 68000, Residual: 1.044771e+02, Error: 1.142899e+00
Iteration 68100, Residual: 1.034279e+02, Error: 1.131094e+00
Iteration 68200, Residual: 1.023893e+02, Error: 1.119407e+00
Iteration 68300, Residual: 1.013610e+02, Error: 1.107838e+00
Iteration 68400, Residual: 1.003431e+02, Error: 1.096385e+00
Iteration 68500, Residual: 9.933545e+01, Error: 1.085047e+00
Iteration 68600, Residual: 9.833788e+01, Error: 1.073823e+00
Iteration 68700, Residual: 9.735033e+01, Error: 1.062712e+00
Iteration 68800, Residual: 9.637271e+01, Error: 1.051713e+00
Iteration 68900, Residual: 9.540490e+01, Error: 1.040824e+00
Iteration 69000, Residual: 9.444681e+01, Error: 1.030045e+00
Iteration 69100, Residual: 9.349834e+01, Error: 1.019374e+00
Iteration 69200, Residual: 9.255940e+01, Error: 1.008810e+00
Iteration 69300, Residual: 9.162989e+01, Error: 9.983530e-01
Iteration 69400, Residual: 9.070971e+01, Error: 9.880006e-01
Iteration 69500, Residual: 8.979877e+01, Error: 9.777524e-01
Iteration 69600, Residual: 8.889699e+01, Error: 9.676072e-01
Iteration 69700, Residual: 8.800426e+01, Error: 9.575640e-01
Iteration 69800, Residual: 8.712049e+01, Error: 9.476217e-01
Iteration 69900, Residual: 8.624560e+01, Error: 9.377795e-01
Iteration 70000, Residual: 8.537950e+01, Error: 9.280362e-01
Iteration 70100, Residual: 8.452210e+01, Error: 9.183909e-01
Iteration 70200, Residual: 8.367330e+01, Error: 9.088425e-01
Iteration 70300, Residual: 8.283303e+01, Error: 8.993902e-01
Iteration 70400, Residual: 8.200120e+01, Error: 8.900329e-01
Iteration 70500, Residual: 8.117772e+01, Error: 8.807698e-01
Iteration 70600, Residual: 8.036252e+01, Error: 8.715997e-01
Iteration 70700, Residual: 7.955550e+01, Error: 8.625219e-01
Iteration 70800, Residual: 7.875658e+01, Error: 8.535355e-01
Iteration 70900, Residual: 7.796569e+01, Error: 8.446394e-01
Iteration 71000, Residual: 7.718274e+01, Error: 8.358327e-01
Iteration 71100, Residual: 7.640766e+01, Error: 8.271147e-01
Iteration 71200, Residual: 7.564036e+01, Error: 8.184843e-01
Iteration 71300, Residual: 7.488076e+01, Error: 8.099408e-01
Iteration 71400, Residual: 7.412879e+01, Error: 8.014832e-01
Iteration 71500, Residual: 7.338438e+01, Error: 7.931106e-01
Iteration 71600, Residual: 7.264744e+01, Error: 7.848223e-01
Iteration 71700, Residual: 7.191790e+01, Error: 7.766174e-01
Iteration 71800, Residual: 7.119568e+01, Error: 7.684951e-01
Iteration 71900, Residual: 7.048073e+01, Error: 7.604544e-01
Iteration 72000, Residual: 6.977295e+01, Error: 7.524947e-01
Iteration 72100, Residual: 6.907227e+01, Error: 7.446150e-01
Iteration 72200, Residual: 6.837864e+01, Error: 7.368147e-01
Iteration 72300, Residual: 6.769197e+01, Error: 7.290928e-01
Iteration 72400, Residual: 6.701220e+01, Error: 7.214487e-01
Iteration 72500, Residual: 6.633925e+01, Error: 7.138814e-01
Iteration 72600, Residual: 6.567306e+01, Error: 7.063904e-01
Iteration 72700, Residual: 6.501356e+01, Error: 6.989747e-01
Iteration 72800, Residual: 6.436069e+01, Error: 6.916337e-01
Iteration 72900, Residual: 6.371437e+01, Error: 6.843665e-01
Iteration 73000, Residual: 6.307454e+01, Error: 6.771726e-01
Iteration 73100, Residual: 6.244114e+01, Error: 6.700510e-01
Iteration 73200, Residual: 6.181410e+01, Error: 6.630011e-01
Iteration 73300, Residual: 6.119335e+01, Error: 6.560222e-01
Iteration 73400, Residual: 6.057884e+01, Error: 6.491136e-01
Iteration 73500, Residual: 5.997050e+01, Error: 6.422746e-01
Iteration 73600, Residual: 5.936827e+01, Error: 6.355044e-01
Iteration 73700, Residual: 5.877209e+01, Error: 6.288024e-01
Iteration 73800, Residual: 5.818189e+01, Error: 6.221678e-01
Iteration 73900, Residual: 5.759763e+01, Error: 6.156002e-01
Iteration 74000, Residual: 5.701922e+01, Error: 6.090986e-01
